model,total_params,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss
Not pretrained Alexnet model,57024325.0,0.20000000298023224,1.6095037814952708,0.20000000298023224,1.609507272967586,0.20000000298023224,1.6094981555302939
Not pretrained Resnet model,21287237.0,0.20000000298023224,18.231296703197337,0.20000000298023224,18.217159115261502,0.20000000298023224,18.222690661621094
Not pretrained VGG model,134281029.0,0.27557408809661865,1.607384077919854,0.27481481432914734,1.6074220265282524,0.27426666021347046,1.6073480099995932
Pretrained Alexnet model,57024325.0,0.7338703870773315,0.732947072452969,0.7337777614593506,0.731505608258424,0.7358666658401489,0.7270175534566243
Pretrained Resnet model,21287237.0,0.5700740814208984,1.327584557886477,0.5650370121002197,1.3281666919920179,0.5585333108901978,1.329273389116923
Pretrained VGG model,134281029.0,0.603851854801178,1.204144237694917,0.6085925698280334,1.1978493522714686,0.6050666570663452,1.2083864161173503
Not pretrained CNN model,438565.0,0.4057592451572418,6.373097900390625,0.40125927329063416,6.378723028818766,0.4097333252429962,6.368742322031657
